Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,NSLP Provision 2 or 3 School ,Charter School Number,Charter Funding Type,Low Grade,High Grade,Enrollment (K-12),Unadjusted Free Meal Count (K-12),Adjusted Free Meal Count (K-12),Adjusted Percent (%) Eligible Free (K-12),Unadjusted FRPM Count (K-12),Adjusted FRPM Count (K-12),Adjusted Percent (%) Eligible FRPM (K-12),Enrollment (Ages 5-17),Unadjusted Free Meal Count (Ages 5-17),Adjusted Free Meal Count (Ages 5-17),Adjusted Percent (%) Eligible Free (Ages 5-17),Unadjusted FRPM Count (Ages 5-17),Adjusted FRPM Count (Ages 5-17),Adjusted Percent (%) Eligible FRPM (Ages 5-17),2013-14 CALPADS Fall 1 Certification Status
2013-14,30,73924,6029052,Orange,Los Alamitos Unified,Jack L. Weaver Elementary,N,,,K,5,717,28,28,3.9%,36,36,5.0%,703,28,28,4.0%,36,36,5.1%,Y
2013-14,30,73924,6029060,Orange,Los Alamitos Unified,Los Alamitos Elementary,N,,,K,5,726,172,172,23.7%,217,217,29.9%,714,168,168,23.5%,213,213,29.8%,Y
2013-14,30,73924,6029078,Orange,Los Alamitos Unified,Richard Henry Lee Elementary,N,,,K,5,659,73,73,11.1%,114,114,17.3%,652,72,72,11.0%,113,113,17.3%,Y
2013-14,30,73924,6029086,Orange,Los Alamitos Unified,Rossmoor Elementary,N,,,K,5,712,52,56,7.9%,72,75,10.5%,699,51,54,7.7%,71,73,10.4%,Y
2013-14,30,73924,6030514,Orange,Los Alamitos Unified,J. H. McGaugh Elementary,N,,,K,5,845,55,55,6.5%,84,84,9.9%,822,52,52,6.3%,80,80,9.7%,Y
2013-14,30,73924,6058853,Orange,Los Alamitos Unified,Oak Middle,N,,,6,8,1072,129,131,12.2%,177,178,16.6%,1072,129,131,12.2%,177,178,16.6%,Y
2013-14,30,73924,6058879,Orange,Los Alamitos Unified,Sharon Christa McAuliffe Middle,N,,,6,8,1263,122,122,9.7%,183,183,14.5%,1263,122,122,9.7%,183,183,14.5%,Y
2013-14,31,10314,113399,Placer,Placer County Office of Education,Sierra Vista,N,,,K,12,20,10,10,50.0%,10,10,50.0%,19,9,9,47.4%,9,9,47.4%,Y
2013-14,31,10314,126904,Placer,Placer County Office of Education,Placer County Pathways Charter,N,1432,Locally funded,K,12,274,48,49,17.9%,48,49,17.9%,273,48,49,17.9%,48,49,17.9%,Y
2013-14,31,10314,3130101,Placer,Placer County Office of Education,Placer County Court Schools,N,,,K,12,33,33,33,100.0%,33,33,100.0%,26,26,26,100.0%,26,26,100.0%,Y
2013-14,31,10314,3130259,Placer,Placer County Office of Education,Placer County Community Schools,N,,,K,12,51,39,39,76.5%,39,39,76.5%,48,37,37,77.1%,37,37,77.1%,Y
2013-14,31,10314,6069322,Placer,Placer County Office of Education,Placer County Special Education,N,,,K,12,143,20,20,14.0%,22,22,15.4%,121,18,18,14.9%,19,19,15.7%,Y
2013-14,31,66761,6031009,Placer,Ackerman Charter,Bowman Charter,N,00D9,Not in CS funding model,K,8,537,101,103,19.2%,141,142,26.4%,525,100,102,19.4%,139,140,26.7%,Y
2013-14,31,66779,6031017,Placer,Alta-Dutch Flat Union Elementary,Alta-Dutch Flat Elementary,N,,,K,8,98,32,32,32.7%,41,41,41.8%,96,32,32,33.3%,41,41,42.7%,Y
2013-14,31,66779,6031082,Placer,Alta-Dutch Flat Union Elementary,Emigrant Gap Elementary,N,,,K,8,1,0,0,0.0%,0,0,0.0%,1,0,0,0.0%,0,0,0.0%,Y
2013-14,31,66787,126664,Placer,Auburn Union Elementary,Alta Vista Community Charter,N,1429,Locally funded,K,5,121,49,49,40.5%,56,56,46.3%,121,49,49,40.5%,56,56,46.3%,Y
2013-14,31,66787,6031033,Placer,Auburn Union Elementary,EV Cain 21st Century STEM Charter,N,1226,Locally funded,6,8,686,280,280,40.8%,331,331,48.3%,686,280,280,40.8%,331,331,48.3%,Y
2013-14,31,66787,6031058,Placer,Auburn Union Elementary,Rock Creek Elementary,N,,,K,5,289,246,246,85.1%,259,259,89.6%,278,239,239,86.0%,252,252,90.6%,Y
2013-14,31,66787,6109680,Placer,Auburn Union Elementary,Skyridge Elementary,N,,,K,5,485,175,179,36.9%,199,203,41.9%,474,174,178,37.6%,198,202,42.6%,Y
2013-14,31,66787,6112700,Placer,Auburn Union Elementary,Auburn Elementary,N,,,K,5,490,271,272,55.5%,293,293,59.8%,490,271,272,55.5%,293,293,59.8%,Y
2013-14,31,66795,119214,Placer,Colfax Elementary,CORE Placer Charter,N,1064,Directly funded,K,12,260,76,76,29.2%,105,105,40.4%,242,69,69,28.5%,97,97,40.1%,Y
2013-14,31,66795,6031066,Placer,Colfax Elementary,Colfax Elementary,N,,,K,8,350,146,146,41.7%,181,181,51.7%,344,146,146,42.4%,181,181,52.6%,Y
2013-14,31,66803,1,Placer,Dry Creek Joint Elementary,"Nonpublic, Nonsectarian Schools",N,,,,,7,1,1,14.3%,1,1,14.3%,7,1,1,14.3%,1,1,14.3%,Y
2013-14,31,66803,111104,Placer,Dry Creek Joint Elementary,Barrett Ranch Elementary,N,,,K,5,506,267,271,53.6%,346,348,68.8%,506,267,271,53.6%,346,348,68.8%,Y
2013-14,31,66803,116574,Placer,Dry Creek Joint Elementary,Creekview Ranch Middle,N,,,6,8,533,176,177,33.2%,239,239,44.8%,533,176,177,33.2%,239,239,44.8%,Y
2013-14,31,66803,6031074,Placer,Dry Creek Joint Elementary,Dry Creek Elementary,N,,,K,5,425,105,107,25.2%,149,149,35.1%,425,105,107,25.2%,149,149,35.1%,Y
2013-14,31,66803,6108963,Placer,Dry Creek Joint Elementary,Heritage Oak Elementary,N,,,K,5,545,111,111,20.4%,170,170,31.2%,544,110,110,20.2%,169,169,31.1%,Y
2013-14,31,66803,6109862,Placer,Dry Creek Joint Elementary,Antelope Meadows Elementary,N,,,K,5,789,272,273,34.6%,375,376,47.7%,763,266,266,34.9%,368,368,48.2%,Y
2013-14,31,66803,6112072,Placer,Dry Creek Joint Elementary,Antelope Crossing Middle,N,,,6,8,954,307,312,32.7%,470,470,49.3%,954,307,312,32.7%,470,470,49.3%,Y
2013-14,31,66803,6112403,Placer,Dry Creek Joint Elementary,Quail Glen Elementary,N,,,K,5,545,52,57,10.5%,72,77,14.1%,545,52,57,10.5%,72,77,14.1%,Y
2013-14,31,66803,6115596,Placer,Dry Creek Joint Elementary,Olive Grove Elementary,N,,,K,5,504,135,138,27.4%,213,216,42.9%,504,135,138,27.4%,213,216,42.9%,Y
2013-14,31,66803,6115604,Placer,Dry Creek Joint Elementary,Silverado Middle,N,,,6,8,1073,172,172,16.0%,253,253,23.6%,1073,172,172,16.0%,253,253,23.6%,Y
2013-14,31,66803,6119887,Placer,Dry Creek Joint Elementary,Coyote Ridge Elementary,N,,,K,5,908,142,142,15.6%,198,198,21.8%,877,141,141,16.1%,196,196,22.3%,Y
2013-14,31,66829,1,Placer,Eureka Union,"Nonpublic, Nonsectarian Schools",N,,,,,5,0,0,0.0%,0,0,0.0%,4,0,0,0.0%,0,0,0.0%,Y
2013-14,31,66829,6031108,Placer,Eureka Union,Greenhills Elementary,N,,,P,3,404,58,58,14.4%,70,70,17.3%,386,57,57,14.8%,68,68,17.6%,Y
2013-14,31,66829,6101778,Placer,Eureka Union,Willma Cavitt Junior High,N,,,7,8,355,13,13,3.7%,19,19,5.4%,355,13,13,3.7%,19,19,5.4%,Y
2013-14,31,66829,6109029,Placer,Eureka Union,Oakhills Elementary,N,,,P,3,495,13,14,2.8%,17,18,3.6%,484,12,13,2.7%,16,17,3.5%,Y
2013-14,31,66829,6111702,Placer,Eureka Union,Ridgeview Elementary,N,,,4,6,595,26,26,4.4%,31,31,5.2%,595,26,26,4.4%,31,31,5.2%,Y
2013-14,31,66829,6113443,Placer,Eureka Union,Olympus Junior High,N,,,7,8,565,42,42,7.4%,57,57,10.1%,565,42,42,7.4%,57,57,10.1%,Y
2013-14,31,66829,6113971,Placer,Eureka Union,Maidu Elementary,N,,,P,3,445,69,69,15.5%,94,94,21.1%,432,68,68,15.7%,93,93,21.5%,Y
2013-14,31,66829,6116230,Placer,Eureka Union,Excelsior Elementary,N,,,4,6,552,75,77,13.9%,87,88,15.9%,552,75,77,13.9%,87,88,15.9%,Y
2013-14,31,66837,6031116,Placer,Foresthill Union Elementary,Foresthill Divide,N,,,K,8,395,133,133,33.7%,169,169,42.8%,393,133,133,33.8%,169,169,43.0%,Y
2013-14,31,66845,117150,Placer,Loomis Union Elementary,Loomis Basin Charter,N,979,Locally funded,K,8,405,14,14,3.5%,14,14,3.5%,405,14,14,3.5%,14,14,3.5%,Y
2013-14,31,66845,121418,Placer,Loomis Union Elementary,John Adams Academy,N,1169,Directly funded,K,12,770,63,66,8.6%,63,66,8.6%,769,63,66,8.6%,63,66,8.6%,Y
2013-14,31,66845,6031124,Placer,Loomis Union Elementary,Franklin Elementary,N,,,K,8,462,42,43,9.3%,53,53,11.5%,462,42,43,9.3%,53,53,11.5%,Y
2013-14,31,66845,6031132,Placer,Loomis Union Elementary,Loomis Elementary,N,,,K,8,504,104,106,21.0%,143,145,28.8%,494,102,104,21.1%,141,143,28.9%,Y
2013-14,31,66845,6031140,Placer,Loomis Union Elementary,Placer Elementary,N,,,K,8,437,48,48,11.0%,65,65,14.9%,425,46,46,10.8%,63,63,14.8%,Y
2013-14,31,66845,6031165,Placer,Loomis Union Elementary,Ophir Elementary,N,,,K,8,204,38,38,18.6%,51,51,25.0%,204,38,38,18.6%,51,51,25.0%,Y
2013-14,31,66845,6031173,Placer,Loomis Union Elementary,Penryn Elementary,N,,,K,8,204,24,24,11.8%,42,42,20.6%,204,24,24,11.8%,42,42,20.6%,Y
2013-14,31,66845,6117824,Placer,Loomis Union Elementary,H. Clarke Powers Elementary,N,,,K,8,455,72,72,15.8%,100,100,22.0%,455,72,72,15.8%,100,100,22.0%,Y
2013-14,31,66852,109827,Placer,Newcastle Elementary,Newcastle Charter,N,727,Locally funded,K,8,248,29,31,12.5%,45,47,19.0%,238,28,30,12.6%,42,44,18.5%,Y
2013-14,31,66852,120105,Placer,Newcastle Elementary,Creekside Charter,N,1102,Directly funded,K,8,160,4,6,3.8%,7,9,5.6%,160,4,6,3.8%,7,9,5.6%,Y
2013-14,31,66852,121608,Placer,Newcastle Elementary,Harvest Ridge Cooperative Charter/Placer Academy,N,1179,Locally funded,K,12,304,17,17,5.6%,23,23,7.6%,304,17,17,5.6%,23,23,7.6%,Y
2013-14,31,66852,126680,Placer,Newcastle Elementary,Newcastle Virtual Learning Academy,N,1431,Locally funded,K,12,1,0,0,0.0%,0,0,0.0%,1,0,0,0.0%,0,0,0.0%,Y
2013-14,31,66852,127902,Placer,Newcastle Elementary,Squaw Valley Preparatory,N,1529,Directly funded,7,12,76,2,3,3.9%,5,6,7.9%,76,2,3,3.9%,5,6,7.9%,Y
2013-14,31,66852,128751,Placer,Newcastle Elementary,California Pacific Charter Schools-Newcastle (CalPac-Newcastle),N,1601,Directly funded,K,12,6,3,3,50.0%,3,3,50.0%,3,1,1,33.3%,1,1,33.3%,Y
2013-14,31,66852,6031157,Placer,Newcastle Elementary,Newcastle Elementary,N,,,K,8,156,43,43,27.6%,54,54,34.6%,156,43,43,27.6%,54,54,34.6%,Y
2013-14,31,66886,122531,Placer,Placer Hills Union Elementary,Weimar Hills Charter,N,1219,Locally funded,6,8,296,61,61,20.6%,94,94,31.8%,296,61,61,20.6%,94,94,31.8%,Y
2013-14,31,66886,6031199,Placer,Placer Hills Union Elementary,Weimar Hills ,N,,,4,5,169,35,35,20.7%,54,54,32.0%,169,35,35,20.7%,54,54,32.0%,Y
2013-14,31,66886,6111694,Placer,Placer Hills Union Elementary,Sierra Hills Elementary,N,,,K,3,347,99,99,28.5%,129,129,37.2%,336,98,98,29.2%,127,127,37.8%,Y
2013-14,31,66894,1,Placer,Placer Union High,"Nonpublic, Nonsectarian Schools",N,,,,,4,0,0,0.0%,0,0,0.0%,2,0,0,0.0%,0,0,0.0%,Y
2013-14,31,66894,102293,Placer,Placer Union High,Foresthill High ,N,,,9,12,192,51,51,26.6%,69,69,35.9%,181,46,46,25.4%,63,63,34.8%,Y
2013-14,31,66894,3130135,Placer,Placer Union High,Maidu High Independent Study,N,,,9,12,121,45,45,37.2%,48,48,39.7%,100,34,34,34.0%,37,37,37.0%,Y
2013-14,31,66894,3131687,Placer,Placer Union High,Chana High (Continuation),N,,,9,12,163,112,112,68.7%,124,124,76.1%,129,86,86,66.7%,96,96,74.4%,Y
2013-14,31,66894,3131851,Placer,Placer Union High,Colfax High,N,,,9,12,667,126,126,18.9%,194,194,29.1%,649,125,125,19.3%,192,192,29.6%,Y
2013-14,31,66894,3132453,Placer,Placer Union High,Del Oro High,N,,,9,12,1719,176,179,10.4%,271,274,15.9%,1655,167,170,10.3%,255,258,15.6%,Y
2013-14,31,66894,3135704,Placer,Placer Union High,Placer High,N,,,9,12,1404,314,316,22.5%,423,424,30.2%,1317,284,286,21.7%,390,391,29.7%,Y
2013-14,31,66910,1,Placer,Roseville City Elementary,"Nonpublic, Nonsectarian Schools",N,,,,,14,1,1,7.1%,1,1,7.1%,14,1,1,7.1%,1,1,7.1%,Y
2013-14,31,66910,102798,Placer,Roseville City Elementary,Thomas Jefferson Elementary,N,,,K,5,597,70,70,11.7%,96,96,16.1%,597,70,70,11.7%,96,96,16.1%,Y
2013-14,31,66910,102806,Placer,Roseville City Elementary,Blue Oaks Elementary,N,,,K,5,639,82,82,12.8%,103,103,16.1%,608,80,80,13.2%,99,99,16.3%,Y
2013-14,31,66910,116624,Placer,Roseville City Elementary,Junction Elementary,N,,,K,5,735,40,41,5.6%,69,70,9.5%,735,40,41,5.6%,69,70,9.5%,Y
2013-14,31,66910,125740,Placer,Roseville City Elementary,Barbara Chilton Middle,N,,,6,8,338,38,38,11.2%,50,50,14.8%,338,38,38,11.2%,50,50,14.8%,Y
2013-14,31,66910,127639,Placer,Roseville City Elementary,Fiddyment Farm,N,,,K,5,284,39,39,13.7%,58,58,20.4%,266,39,39,14.7%,57,57,21.4%,Y
2013-14,31,66910,3130234,Placer,Roseville City Elementary,Diamond Creek Elementary,N,,,K,5,659,51,53,8.0%,83,83,12.6%,659,51,53,8.0%,83,83,12.6%,Y
2013-14,31,66910,3130242,Placer,Roseville City Elementary,Stoneridge Elementary,N,,,K,5,473,36,36,7.6%,52,52,11.0%,473,36,36,7.6%,52,52,11.0%,Y
2013-14,31,66910,6031223,Placer,Roseville City Elementary,George Cirby Elementary,N,,,K,5,398,242,243,61.1%,290,291,73.1%,398,242,243,61.1%,290,291,73.1%,Y
2013-14,31,66910,6031231,Placer,Roseville City Elementary,Crestmont Elementary,N,,,K,5,453,139,139,30.7%,178,178,39.3%,453,139,139,30.7%,178,178,39.3%,Y
2013-14,31,66910,6031249,Placer,Roseville City Elementary,Warren T. Eich Middle,N,,,6,8,728,149,149,20.5%,205,205,28.2%,728,149,149,20.5%,205,205,28.2%,Y
2013-14,31,66910,6031256,Placer,Roseville City Elementary,William Kaseberg Elementary,N,,,K,5,441,237,237,53.7%,305,305,69.2%,428,230,230,53.7%,297,297,69.4%,Y
2013-14,31,66910,6031280,Placer,Roseville City Elementary,Bradford Woodbridge Fundamental Elementary,N,,,K,3,250,175,175,70.0%,209,209,83.6%,250,175,175,70.0%,209,209,83.6%,Y
2013-14,31,66910,6106108,Placer,Roseville City Elementary,George Sargeant Elementary,N,,,K,5,489,190,190,38.9%,219,219,44.8%,476,190,190,39.9%,219,219,46.0%,Y
2013-14,31,66910,6109482,Placer,Roseville City Elementary,Ferris Spanger Elementary,N,,,K,5,456,131,131,28.7%,163,163,35.7%,444,129,129,29.1%,161,161,36.3%,Y
2013-14,31,66910,6111959,Placer,Roseville City Elementary,Vencil Brown Elementary,N,,,K,5,468,56,56,12.0%,79,79,16.9%,452,56,56,12.4%,79,79,17.5%,Y
2013-14,31,66910,6111967,Placer,Roseville City Elementary,George A. Buljan Middle,N,,,6,8,1135,263,263,23.2%,352,352,31.0%,1135,263,263,23.2%,352,352,31.0%,Y
2013-14,31,66910,6116099,Placer,Roseville City Elementary,Catheryn Gates Elementary,N,,,K,5,551,82,82,14.9%,115,115,20.9%,551,82,82,14.9%,115,115,20.9%,Y
2013-14,31,66910,6117790,Placer,Roseville City Elementary,Robert C. Cooley Middle,N,,,6,8,962,228,228,23.7%,317,317,33.0%,962,228,228,23.7%,317,317,33.0%,Y
2013-14,31,66928,1,Placer,Roseville Joint Union High,"Nonpublic, Nonsectarian Schools",N,,,,,11,0,0,0.0%,0,0,0.0%,8,0,0,0.0%,0,0,0.0%,Y
2013-14,31,66928,116459,Placer,Roseville Joint Union High,Antelope High,N,,,9,12,1830,695,698,38.1%,926,928,50.7%,1786,677,680,38.1%,901,903,50.6%,Y
2013-14,31,66928,3130119,Placer,Roseville Joint Union High,Independence High (Alternative),N,,,9,12,177,52,53,29.9%,62,63,35.6%,139,40,41,29.5%,47,48,34.5%,Y
2013-14,31,66928,3130176,Placer,Roseville Joint Union High,Woodcreek High,N,,,9,12,2225,276,278,12.5%,442,443,19.9%,2161,262,264,12.2%,422,423,19.6%,Y
2013-14,31,66928,3130184,Placer,Roseville Joint Union High,Granite Bay High,N,,,9,12,2108,141,142,6.7%,209,210,10.0%,2046,135,136,6.6%,202,203,9.9%,Y
2013-14,31,66928,3130309,Placer,Roseville Joint Union High,Adelante High (Continuation),N,,,9,12,136,79,79,58.1%,97,97,71.3%,105,60,60,57.1%,74,74,70.5%,Y
2013-14,31,66928,3135308,Placer,Roseville Joint Union High,Oakmont High,N,,,9,12,1799,411,413,23.0%,553,555,30.9%,1765,400,402,22.8%,542,544,30.8%,Y
2013-14,31,66928,3136504,Placer,Roseville Joint Union High,Roseville High,N,,,9,12,1954,510,513,26.3%,675,678,34.7%,1904,491,494,25.9%,653,656,34.5%,Y
2013-14,31,66944,106807,Placer,Tahoe-Truckee Unified,Alder Creek Middle,N,,,6,8,491,205,205,41.8%,225,225,45.8%,491,205,205,41.8%,225,225,45.8%,Y
2013-14,31,66944,121624,Placer,Tahoe-Truckee Unified,Sierra Expeditionary Learning,N,1180,Directly funded,K,8,210,28,28,13.3%,43,43,20.5%,210,28,28,13.3%,43,43,20.5%,Y
2013-14,31,66944,3130010,Placer,Tahoe-Truckee Unified,North Tahoe High,N,,,9,12,326,128,128,39.3%,143,143,43.9%,315,121,121,38.4%,134,134,42.5%,Y
2013-14,31,66944,3130077,Placer,Tahoe-Truckee Unified,Sierra High (Continuation),N,,,9,12,38,30,30,78.9%,31,31,81.6%,31,24,24,77.4%,24,24,77.4%,Y
2013-14,31,66944,3130192,Placer,Tahoe-Truckee Unified,Cold Stream Alternative,N,,,K,12,14,4,4,28.6%,6,6,42.9%,14,4,4,28.6%,6,6,42.9%,Y
2013-14,31,66944,3138500,Placer,Tahoe-Truckee Unified,Tahoe Truckee High,N,,,9,12,629,238,238,37.8%,255,255,40.5%,601,227,227,37.8%,244,244,40.6%,Y
2013-14,31,66944,6031298,Placer,Tahoe-Truckee Unified,Donner Trail Elementary,N,,,K,5,58,3,3,5.2%,5,5,8.6%,58,3,3,5.2%,5,5,8.6%,Y
2013-14,31,66944,6031306,Placer,Tahoe-Truckee Unified,Kings Beach Elementary,N,,,K,4,375,162,162,43.2%,181,181,48.3%,363,153,153,42.1%,172,172,47.4%,Y
2013-14,31,66944,6031314,Placer,Tahoe-Truckee Unified,Tahoe Lake Elementary,N,,,K,4,322,161,161,50.0%,179,179,55.6%,308,158,158,51.3%,175,175,56.8%,Y
2013-14,31,66944,6031322,Placer,Tahoe-Truckee Unified,Truckee Elementary,N,,,K,5,549,308,308,56.1%,344,344,62.7%,537,303,303,56.4%,336,336,62.6%,Y
2013-14,31,66944,6094502,Placer,Tahoe-Truckee Unified,North Tahoe,N,,,5,8,406,211,211,52.0%,231,231,56.9%,406,211,211,52.0%,231,231,56.9%,Y
2013-14,31,66944,6113062,Placer,Tahoe-Truckee Unified,Glenshire Elementary,N,,,K,5,532,91,92,17.3%,115,116,21.8%,514,90,91,17.7%,114,115,22.4%,Y
2013-14,31,66951,106443,Placer,Western Placer Unified,Twelve Bridges Elementary,N,,,K,5,692,61,64,9.2%,80,83,12.0%,673,61,64,9.5%,80,83,12.3%,Y
2013-14,31,66951,108514,Placer,Western Placer Unified,Foskett Ranch Elementary,N,,,K,5,530,57,58,10.9%,93,93,17.5%,529,57,58,11.0%,93,93,17.6%,Y
2013-14,31,66951,111385,Placer,Western Placer Unified,Twelve Bridges Middle ,N,,,6,8,833,130,132,15.8%,176,177,21.2%,833,130,132,15.8%,176,177,21.2%,Y
2013-14,31,66951,113068,Placer,Western Placer Unified,Lincoln Crossing Elementary,N,,,K,5,693,101,103,14.9%,136,138,19.9%,693,101,103,14.9%,136,138,19.9%,Y
2013-14,31,66951,122507,Placer,Western Placer Unified,Partnerships for Student-Centered Learning,N,1227,Directly funded,K,12,1070,206,211,19.7%,344,348,32.5%,1021,196,201,19.7%,334,338,33.1%,Y
2013-14,31,66951,3130036,Placer,Western Placer Unified,Phoenix High (Continuation),N,,,9,12,64,32,32,50.0%,43,43,67.2%,38,21,21,55.3%,25,25,65.8%,Y
2013-14,31,66951,3130168,Placer,Western Placer Unified,Horizon Charter,N,15,Directly funded,K,12,1309,383,395,30.2%,797,805,61.5%,1246,360,372,29.9%,761,769,61.7%,Y
2013-14,31,66951,3134657,Placer,Western Placer Unified,Lincoln High,N,,,9,12,1567,401,408,26.0%,546,547,34.9%,1524,388,395,25.9%,531,532,34.9%,Y
2013-14,31,66951,6031363,Placer,Western Placer Unified,Sheridan,N,,,K,5,84,58,58,69.0%,65,65,77.4%,84,58,58,69.0%,65,65,77.4%,Y
2013-14,31,66951,6085252,Placer,Western Placer Unified,Carlin C. Coppin Elementary,N,,,K,5,400,135,138,34.5%,162,165,41.3%,385,132,134,34.8%,158,160,41.6%,Y
2013-14,31,66951,6098610,Placer,Western Placer Unified,Creekside Oaks Elementary,N,,,K,5,636,242,246,38.7%,302,306,48.1%,613,235,239,39.0%,295,299,48.8%,Y
2013-14,31,66951,6108351,Placer,Western Placer Unified,Glen Edwards Middle,N,,,6,8,713,298,299,41.9%,381,381,53.4%,713,298,299,41.9%,381,381,53.4%,Y
2013-14,31,66951,6117493,Placer,Western Placer Unified,First Street,N,,,K,5,493,298,299,60.6%,346,347,70.4%,493,298,299,60.6%,346,347,70.4%,Y
2013-14,31,75085,1,Placer,Rocklin Unified,"Nonpublic, Nonsectarian Schools",N,,,,,9,0,0,0.0%,0,0,0.0%,7,0,0,0.0%,0,0,0.0%,Y
2013-14,31,75085,108050,Placer,Rocklin Unified,Ruhkala Elementary,N,,,K,6,443,40,40,9.0%,68,68,15.3%,443,40,40,9.0%,68,68,15.3%,Y
2013-14,31,75085,108084,Placer,Rocklin Unified,Whitney High,N,,,9,12,1905,268,271,14.2%,377,380,19.9%,1871,257,260,13.9%,365,368,19.7%,Y
2013-14,31,75085,114371,Placer,Rocklin Unified,Rocklin Academy at Meyers Street,N,900,Directly funded,K,6,184,7,7,3.8%,13,13,7.1%,184,7,7,3.8%,13,13,7.1%,Y
2013-14,31,75085,117879,Placer,Rocklin Unified,Maria Montessori Charter Academy,N,1042,Directly funded,K,8,270,42,42,15.6%,74,74,27.4%,270,42,42,15.6%,74,74,27.4%,Y
2013-14,31,75085,121244,Placer,Rocklin Unified,Sunset Ranch Elementary,N,,,K,6,777,60,62,8.0%,77,77,9.9%,777,60,62,8.0%,77,77,9.9%,Y
2013-14,31,75085,128561,Placer,Rocklin Unified,Rocklin Independent Charter Academy,N,1573,Locally funded,K,12,94,25,25,26.6%,28,28,29.8%,87,22,22,25.3%,25,25,28.7%,Y
2013-14,31,75085,3130150,Placer,Rocklin Unified,Rocklin High,N,,,9,12,1879,181,182,9.7%,256,257,13.7%,1811,173,174,9.6%,242,243,13.4%,Y
2013-14,31,75085,3130200,Placer,Rocklin Unified,Victory High,N,,,9,12,98,28,28,28.6%,42,42,42.9%,84,23,23,27.4%,37,37,44.0%,Y
2013-14,31,75085,6031207,Placer,Rocklin Unified,Parker Whitney Elementary,N,,,K,6,407,106,107,26.3%,138,139,34.2%,407,106,107,26.3%,138,139,34.2%,Y
2013-14,31,75085,6031215,Placer,Rocklin Unified,Rocklin Elementary,N,,,K,6,561,171,171,30.5%,232,232,41.4%,561,171,171,30.5%,232,232,41.4%,Y
2013-14,31,75085,6100903,Placer,Rocklin Unified,Spring View Middle,N,,,7,8,816,163,163,20.0%,232,232,28.4%,816,163,163,20.0%,232,232,28.4%,Y
2013-14,31,75085,6109870,Placer,Rocklin Unified,Cobblestone Elementary,N,,,K,6,395,58,58,14.7%,76,76,19.2%,395,58,58,14.7%,76,76,19.2%,Y
2013-14,31,75085,6110647,Placer,Rocklin Unified,Antelope Creek Elementary,N,,,K,6,482,156,156,32.4%,202,202,41.9%,444,152,152,34.2%,197,197,44.4%,Y
2013-14,31,75085,6111975,Placer,Rocklin Unified,Breen Elementary,N,,,K,6,586,61,61,10.4%,94,94,16.0%,586,61,61,10.4%,94,94,16.0%,Y
2013-14,31,75085,6115844,Placer,Rocklin Unified,Twin Oaks Elementary,N,,,K,6,413,47,47,11.4%,71,71,17.2%,413,47,47,11.4%,71,71,17.2%,Y
2013-14,31,75085,6116057,Placer,Rocklin Unified,Granite Oaks Middle,N,,,7,8,898,63,63,7.0%,91,91,10.1%,898,63,63,7.0%,91,91,10.1%,Y
2013-14,31,75085,6118392,Placer,Rocklin Unified,Rocklin Academy,N,308,Directly funded,K,6,367,10,10,2.7%,22,22,6.0%,367,10,10,2.7%,22,22,6.0%,Y
2013-14,31,75085,6118517,Placer,Rocklin Unified,Valley View Elementary,N,,,K,6,486,29,29,6.0%,36,36,7.4%,486,29,29,6.0%,36,36,7.4%,Y
2013-14,31,75085,6118533,Placer,Rocklin Unified,Sierra Elementary,N,,,K,6,549,50,50,9.1%,73,73,13.3%,549,50,50,9.1%,73,73,13.3%,Y
2013-14,31,75085,6119853,Placer,Rocklin Unified,Rock Creek Elementary,N,,,K,6,543,83,83,15.3%,117,117,21.5%,499,82,82,16.4%,114,114,22.8%,Y
2013-14,31,76570,119487,Placer,SBE - Western Sierra Collegiate Academy,Western Sierra Collegiate Academy,N,1071,Directly funded,6,12,728,35,36,4.9%,53,54,7.4%,722,35,36,5.0%,53,54,7.5%,Y
2013-14,32,10322,100057,Plumas,Plumas County Office of Education,Plumas County Community,N,,,7,12,4,2,2,50.0%,2,2,50.0%,2,1,1,50.0%,1,1,50.0%,Y
2013-14,32,10322,108001,Plumas,Plumas County Office of Education,Plumas County Opportunity,N,,,7,9,6,5,5,83.3%,6,6,100.0%,6,5,5,83.3%,6,6,100.0%,Y
2013-14,32,10322,6117360,Plumas,Plumas County Office of Education,Portola Opportunity,N,,,K,8,16,8,8,50.0%,10,10,62.5%,16,8,8,50.0%,10,10,62.5%,Y
2013-14,32,66969,3230034,Plumas,Plumas Unified,Almanor High (Continuation),N,,,9,12,6,5,5,83.3%,5,5,83.3%,6,5,5,83.3%,5,5,83.3%,Y
2013-14,32,66969,3230042,Plumas,Plumas Unified,Beckwourth (Jim) High (Continuation),N,,,9,12,13,12,12,92.3%,13,13,100.0%,7,6,6,85.7%,7,7,100.0%,Y
2013-14,32,66969,3230083,Plumas,Plumas Unified,Plumas Charter,N,146,Directly funded,K,12,217,94,96,44.2%,134,136,62.7%,201,86,87,43.3%,122,123,61.2%,Y
2013-14,32,66969,3232006,Plumas,Plumas Unified,Chester Junior/Senior High,N,,,7,12,189,59,59,31.2%,88,88,46.6%,186,58,58,31.2%,87,87,46.8%,Y
